"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"253","5bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Sequestration - reduction in federal payment","","1","0","","","31488134","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"252","59b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","An attachment/other documentation is required to adjudicate this claim/service. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT).","","1","0","","","31488133","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"251","58b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The attachment/other documentation that was received was incomplete or deficient. The necessary information is still needed to process the claim. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT).","","1","0","","","31488127","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"250","57b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The attachment/other documentation that was received was the incorrect attachment/document. The expected attachment/document is still missing. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT).","","1","0","","","31488125","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"25","3e032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Payment denied. Your Stop loss deductible has not been met.","","1","0","","","31488123","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"249","56b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","This claim has been identified as a readmission. (Use only with Group Code CO)","","1","0","","","31488121","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"248","55b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Coinsurance for Professional service rendered in an Institutional setting and billed on an Institutional claim.","","1","0","","","31488119","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"247","54b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Deductible for Professional service rendered in an Institutional setting and billed on an Institutional claim.","","1","0","","","31488117","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"246","53b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","This non-payable code is for required reporting only.","","1","0","","","31488115","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"245","52b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Provider performance program withhold.","","1","0","","","31488113","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"244","51b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Payment reduced to zero due to litigation. Additional information will be sent following the conclusion of litigation. To be used for Property & Casualty only.","","1","0","","","31488111","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"243","50b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services not authorized by network/primary care providers.","","1","0","","","31488109","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"242","4fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services not provided by network/primary care providers.","","1","0","","","31488107","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"241","4eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Low Income Subsidy (LIS) Co-payment Amount","","1","0","","","31488105","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"240","4db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The diagnosis is inconsistent with the patient's birth weight. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488103","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"24","3d032f83-e2d1-ef11-8ee9-0022480ba400","984780000","Charges are covered under a capitation agreement/managed care plan.","","1","0","","","31488101","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"239","4cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim spans eligible and ineligible periods of coverage. Rebill separate claims.","","1","0","","","31488099","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"238","4bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim spans eligible and ineligible periods of coverage, this is the reduction for the ineligible period. (Use only with Group Code PR)","","1","0","","","31488097","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"237","4ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Legislated/Regulatory Penalty. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31488095","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"236","49b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","This procedure or procedure/modifier combination is not compatible with another procedure or procedure/modifier combination provided on the same day according to the National Correct Coding Initiative or workers compensation state regulations/ fee schedule requirements.","","1","0","","","31488089","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"235","48b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Sales Tax","","1","0","","","31488087","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"234","47b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","This procedure is not paid separately. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31488085","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"233","45b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services/charges related to the treatment of a hospital-acquired condition or preventable medical error.","","1","0","","","31488083","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"232","43b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Institutional Transfer Amount. Usage: Applies to institutional claims only and explains the DRG amount difference when the patient care crosses multiple institutions.","","1","0","","","31488081","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"231","41b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Mutually exclusive procedures cannot be done in the same day/setting. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488079","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"230","3fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","No available or correlating CPT/HCPCS code to describe this service. Note: Used only by Property and Casualty.","","1","0","","","31488077","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"23","3c032f83-e2d1-ef11-8ee9-0022480ba400","984780000","The impact of prior payer(s) adjudication including payments and/or adjustments. (Use only with Group Code OA)","","1","0","","","31488075","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"229","3db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Partial charge amount not considered by Medicare due to the initial claim Type of Bill being 12X. Usage: This code can only be used in the 837 transaction to convey Coordination of Benefits information when the secondary payer's cost avoidance policy allows providers to bypass claim submission to a prior payer. (Use only with Group Code PR)","","1","0","","","31488073","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"228","3cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Denied for failure of this provider, another provider or the subscriber to supply requested information to a previous payer for their adjudication","","1","0","","","31488071","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"227","39b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Information requested from the patient/insured/responsible party was not provided or was insufficient/incomplete. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31488065","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"226","34b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Information requested from the Billing/Rendering Provider was not provided or not provided timely or was insufficient/incomplete. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31488063","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"225","31b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Penalty or Interest Payment by Payer (Only used for plan to plan encounter reporting within the 837)","","1","0","","","31488061","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"224","2fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Patient identification compromised by identity theft. Identity verification required for processing this and future claims.","","1","0","","","31488059","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"223","2db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Adjustment code for mandated federal, state or local law/regulation that is not already covered by another code and is mandated before a new code can be created.","","1","0","","","31488057","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"222","2cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Exceeds the contracted maximum number of hours/days/units by this provider for this period. This is not patient specific. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.","","1","0","","","31488055","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"221","2bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim is under investigation. Note: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). (Note: To be used by Property & Casualty only)","","1","0","","","31488053","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"220","29b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","The applicable fee schedule/fee database does not contain the billed code. Please resubmit a bill with the appropriate fee schedule/fee database code(s) that best describe the service(s) provided and supporting documentation if required. (Note: To be used for Property and Casualty only)","","1","0","","","31488051","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"22","3b032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This care may be covered by another payer per coordination of benefits.","","1","0","","","31488049","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"219","27b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Based on extent of injury. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF).","","1","0","","","31488047","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"218","22b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Based on entitlement to benefits. Note: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only","","1","0","","","31488007","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"217","1eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Based on payer reasonable and customary fees. No maximum allowable defined by legislated fee arrangement. (Note: To be used for Property and Casualty only)","","1","0","","","31487994","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"216","1db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Based on the findings of a review organization","","1","0","","","31487992","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"215","1cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Based on subrogation of a third party settlement","","1","0","","","31487976","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"214","1ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Workers' Compensation claim adjudicated as non-compensable. This Payer not liable for claim or service/treatment. Note: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only","","1","0","","","31487951","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"213","19b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Non-compliance with the physician self referral prohibition legislation or payer policy.","","1","0","","","31487714","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"212","18b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Administrative surcharges are not covered","","1","0","","","31487592","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"211","16b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","National Drug Codes (NDC) not eligible for rebate, are not covered.","","1","0","","","31487469","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"210","13b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Payment adjusted because pre-certification/authorization not received in a timely fashion","","1","0","","","31487427","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"21","3a032f83-e2d1-ef11-8ee9-0022480ba400","984780000","This injury/illness is the liability of the no-fault carrier.","","1","0","","","31487425","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"209","11b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Per regulatory or other agreement. The provider cannot collect this amount from the patient. However, this amount may be billed to subsequent payer. Refund to patient if collected. (Use only with Group code OA)","","1","0","","","31487423","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"208","10b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","National Provider Identifier - Not matched.","","1","0","","","31487382","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"207","0fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","National Provider identifier - Invalid format","","1","0","","","31487380","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"206","0eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","National Provider Identifier - missing.","","1","0","","","31487378","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"205","0db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Pharmacy discount card processing fee","","1","0","","","31487376","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"204","0cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","This service/equipment/drug is not covered under the patient's current benefit plan","","1","0","","","31487374","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"203","0bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Discontinued or reduced service.","","1","0","","","31487372","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"202","0ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Non-covered personal comfort or convenience services.","","1","0","","","31487370","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"201","09b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Patient is responsible for amount of this claim/service through 'set aside arrangement' or other agreement. (Use only with Group Code PR) At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)","","1","0","","","31487368","dc5c7cb8-6921-ef11-840b-0022480a10b0"
